OpenJDK 64-Bit Server VM (25.0-b70) for linux-amd64 JRE (1.8.0-internal-rbruno_2015_06_16_18_57-b00), built on Feb 13 2017 22:45:11 by "root" with gcc 4.6.4
Memory: 4k page, physical 35197500k(34083656k free), swap 0k(0k free)
CommandLine flags: -XX:+CMSEdenChunksRecordAlways -XX:CMSInitiatingOccupancyFraction=75 -XX:+CMSParallelInitialMarkEnabled -XX:+CMSParallelRemarkEnabled -XX:CMSWaitDuration=10000 -XX:InitialHeapSize=4294967296 -XX:InitialTenuringThreshold=1 -XX:MaxHeapSize=4294967296 -XX:MaxNewSize=697933824 -XX:MaxTenuringThreshold=1 -XX:NewSize=697933824 -XX:OldPLABSize=16 -XX:OldSize=1395867648 -XX:+PerfDisableSharedMem -XX:+PrintGC -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:SurvivorRatio=8 -XX:-TieredCompilation -XX:+UseCMSInitiatingOccupancyOnly -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseConcMarkSweepGC -XX:+UseCondCardMark -XX:+UseParNewGC 
1028.008: [GC (Allocation Failure) 1028.008: [ParNew: 547190K->1465K(613440K), 0.0264996 secs] 1313295K->768612K(4126208K), 0.0264996 secs] [Times: user=0.10 sys=0.00, real=0.03 secs] 
1036.662: [GC (Allocation Failure) 1036.662: [ParNew: 546809K->1203K(613440K), 0.0315720 secs] 1313956K->769261K(4126208K), 0.0316558 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
1045.415: [GC (Allocation Failure) 1045.415: [ParNew: 546547K->1317K(613440K), 0.0293268 secs] 1314605K->770244K(4126208K), 0.0295045 secs] [Times: user=0.10 sys=0.00, real=0.03 secs] 
1054.238: [GC (Allocation Failure) 1054.238: [ParNew: 546661K->1406K(613440K), 0.0286867 secs] 1315588K->771183K(4126208K), 0.0286867 secs] [Times: user=0.10 sys=0.00, real=0.03 secs] 
1063.192: [GC (Allocation Failure) 1063.192: [ParNew: 546750K->1514K(613440K), 0.0229113 secs] 1316527K->772146K(4126208K), 0.0230630 secs] [Times: user=0.08 sys=0.00, real=0.02 secs] 
1071.994: [GC (Allocation Failure) 1071.994: [ParNew: 546858K->1151K(613440K), 0.0228353 secs] 1317490K->771791K(4126208K), 0.0228353 secs] [Times: user=0.11 sys=0.00, real=0.02 secs] 
1080.709: [GC (Allocation Failure) 1080.709: [ParNew: 546495K->1158K(613440K), 0.0358140 secs] 1317135K->772636K(4126208K), 0.0358140 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
1089.497: [GC (Allocation Failure) 1089.497: [ParNew: 546502K->1162K(613440K), 0.0261334 secs] 1317980K->773499K(4126208K), 0.0261334 secs] [Times: user=0.07 sys=0.00, real=0.03 secs] 
1098.298: [GC (Allocation Failure) 1098.298: [ParNew: 546506K->1397K(613440K), 0.0252069 secs] 1318843K->774588K(4126208K), 0.0252069 secs] [Times: user=0.07 sys=0.00, real=0.03 secs] 
1107.133: [GC (Allocation Failure) 1107.133: [ParNew: 546741K->1413K(613440K), 0.0264925 secs] 1319932K->775467K(4126208K), 0.0266825 secs] [Times: user=0.08 sys=0.00, real=0.02 secs] 
1116.143: [GC (Allocation Failure) 1116.143: [ParNew: 546757K->1184K(613440K), 0.0198278 secs] 1320811K->776085K(4126208K), 0.0199132 secs] [Times: user=0.07 sys=0.01, real=0.02 secs] 
1124.780: [GC (Allocation Failure) 1124.780: [ParNew: 546528K->1311K(613440K), 0.0345502 secs] 1321429K->777079K(4126208K), 0.0346583 secs] [Times: user=0.12 sys=0.00, real=0.04 secs] 
1133.533: [GC (Allocation Failure) 1133.533: [ParNew: 546655K->1140K(613440K), 0.0258046 secs] 1322423K->777821K(4126208K), 0.0258989 secs] [Times: user=0.07 sys=0.00, real=0.02 secs] 
1142.419: [GC (Allocation Failure) 1142.419: [ParNew: 546484K->1215K(613440K), 0.0254502 secs] 1323165K->778761K(4126208K), 0.0256224 secs] [Times: user=0.10 sys=0.00, real=0.03 secs] 
1151.498: [GC (Allocation Failure) 1151.498: [ParNew: 546559K->1796K(613440K), 0.0324355 secs] 1324105K->780212K(4126208K), 0.0325806 secs] [Times: user=0.10 sys=0.00, real=0.04 secs] 
1160.307: [GC (Allocation Failure) 1160.307: [ParNew: 547140K->1574K(613440K), 0.0286922 secs] 1325556K->781228K(4126208K), 0.0288302 secs] [Times: user=0.12 sys=0.00, real=0.03 secs] 
1168.975: [GC (Allocation Failure) 1168.975: [ParNew: 546918K->1602K(613440K), 0.0185317 secs] 1326572K->782209K(4126208K), 0.0186782 secs] [Times: user=0.08 sys=0.00, real=0.02 secs] 
1177.342: [GC (Allocation Failure) 1177.342: [ParNew: 546946K->989K(613440K), 0.0280991 secs] 1327553K->781598K(4126208K), 0.0280991 secs] [Times: user=0.08 sys=0.01, real=0.03 secs] 
1185.377: [GC (Allocation Failure) 1185.377: [ParNew: 546333K->1150K(613440K), 0.0333109 secs] 1326942K->782582K(4126208K), 0.0333109 secs] [Times: user=0.09 sys=0.00, real=0.04 secs] 
1193.524: [GC (Allocation Failure) 1193.524: [ParNew: 546494K->1132K(613440K), 0.0324289 secs] 1327926K->783395K(4126208K), 0.0324919 secs] [Times: user=0.07 sys=0.01, real=0.03 secs] 
1201.752: [GC (Allocation Failure) 1201.752: [ParNew: 546476K->1258K(613440K), 0.0270409 secs] 1328739K->784353K(4126208K), 0.0272106 secs] [Times: user=0.06 sys=0.02, real=0.02 secs] 
1210.109: [GC (Allocation Failure) 1210.109: [ParNew: 546602K->1518K(613440K), 0.0375054 secs] 1329697K->785480K(4126208K), 0.0376437 secs] [Times: user=0.12 sys=0.01, real=0.03 secs] 
1218.400: [GC (Allocation Failure) 1218.400: [ParNew: 546862K->1310K(613440K), 0.0267123 secs] 1330824K->786242K(4126208K), 0.0268502 secs] [Times: user=0.09 sys=0.00, real=0.02 secs] 
1227.111: [GC (Allocation Failure) 1227.111: [ParNew: 546654K->1531K(613440K), 0.0256651 secs] 1331586K->787301K(4126208K), 0.0257294 secs] [Times: user=0.08 sys=0.01, real=0.02 secs] 
1236.222: [GC (Allocation Failure) 1236.222: [ParNew: 546875K->1328K(613440K), 0.0273110 secs] 1332645K->787995K(4126208K), 0.0273110 secs] [Times: user=0.10 sys=0.00, real=0.03 secs] 
1244.755: [GC (Allocation Failure) 1244.755: [ParNew: 546672K->1294K(613440K), 0.0259886 secs] 1333339K->788915K(4126208K), 0.0259886 secs] [Times: user=0.10 sys=0.00, real=0.03 secs] 
1253.221: [GC (Allocation Failure) 1253.221: [ParNew: 546638K->1311K(613440K), 0.0328955 secs] 1334259K->789905K(4126208K), 0.0328955 secs] [Times: user=0.11 sys=0.00, real=0.03 secs] 
1262.492: [GC (Allocation Failure) 1262.492: [ParNew: 546655K->1414K(613440K), 0.0278084 secs] 1335249K->790839K(4126208K), 0.0279806 secs] [Times: user=0.12 sys=0.00, real=0.03 secs] 
1271.732: [GC (Allocation Failure) 1271.732: [ParNew: 546758K->1402K(613440K), 0.0226205 secs] 1336183K->791773K(4126208K), 0.0227973 secs] [Times: user=0.10 sys=0.00, real=0.02 secs] 
1280.867: [GC (Allocation Failure) 1280.867: [ParNew: 546746K->1373K(613440K), 0.0210333 secs] 1337117K->792593K(4126208K), 0.0211808 secs] [Times: user=0.08 sys=0.00, real=0.03 secs] 
1289.548: [GC (Allocation Failure) 1289.548: [ParNew: 546717K->1239K(613440K), 0.0228728 secs] 1337937K->793348K(4126208K), 0.0229285 secs] [Times: user=0.08 sys=0.01, real=0.02 secs] 
1298.257: [GC (Allocation Failure) 1298.257: [ParNew: 546583K->1349K(613440K), 0.0248004 secs] 1338692K->794417K(4126208K), 0.0248420 secs] [Times: user=0.07 sys=0.00, real=0.03 secs] 
1306.814: [GC (Allocation Failure) 1306.814: [ParNew: 546693K->1398K(613440K), 0.0217522 secs] 1339761K->795325K(4126208K), 0.0218166 secs] [Times: user=0.08 sys=0.00, real=0.02 secs] 
1315.859: [GC (Allocation Failure) 1315.859: [ParNew: 546742K->1423K(613440K), 0.0314598 secs] 1340669K->796221K(4126208K), 0.0314598 secs] [Times: user=0.11 sys=0.00, real=0.04 secs] 
1324.154: [GC (Allocation Failure) 1324.154: [ParNew: 546767K->1451K(613440K), 0.0235586 secs] 1341565K->797136K(4126208K), 0.0235586 secs] [Times: user=0.10 sys=0.00, real=0.02 secs] 
1332.577: [GC (Allocation Failure) 1332.577: [ParNew: 546795K->1325K(613440K), 0.0231687 secs] 1342480K->797879K(4126208K), 0.0231687 secs] [Times: user=0.08 sys=0.00, real=0.03 secs] 
1341.270: [GC (Allocation Failure) 1341.270: [ParNew: 546669K->1339K(613440K), 0.0344076 secs] 1343223K->798777K(4126208K), 0.0344721 secs] [Times: user=0.10 sys=0.00, real=0.03 secs] 
1349.773: [GC (Allocation Failure) 1349.773: [ParNew: 546683K->1465K(613440K), 0.0242920 secs] 1344121K->799798K(4126208K), 0.0244327 secs] [Times: user=0.08 sys=0.00, real=0.02 secs] 
1358.289: [GC (Allocation Failure) 1358.289: [ParNew: 546809K->1307K(613440K), 0.0380723 secs] 1345142K->800597K(4126208K), 0.0382252 secs] [Times: user=0.14 sys=0.01, real=0.03 secs] 
1367.011: [GC (Allocation Failure) 1367.011: [ParNew: 546651K->1319K(613440K), 0.0288330 secs] 1345941K->801453K(4126208K), 0.0289058 secs] [Times: user=0.10 sys=0.00, real=0.03 secs] 
1375.697: [GC (Allocation Failure) 1375.697: [ParNew: 546663K->1437K(613440K), 0.0325977 secs] 1346797K->802446K(4126208K), 0.0326635 secs] [Times: user=0.10 sys=0.00, real=0.04 secs] 
1384.134: [GC (Allocation Failure) 1384.134: [ParNew: 546781K->1323K(613440K), 0.0216851 secs] 1347790K->803202K(4126208K), 0.0217563 secs] [Times: user=0.08 sys=0.01, real=0.02 secs] 
1393.099: [GC (Allocation Failure) 1393.099: [ParNew: 546667K->1109K(613440K), 0.0327419 secs] 1348546K->803131K(4126208K), 0.0328175 secs] [Times: user=0.11 sys=0.00, real=0.04 secs] 
1401.217: [GC (Allocation Failure) 1401.217: [ParNew: 546453K->986K(613440K), 0.0405635 secs] 1348475K->803514K(4126208K), 0.0405635 secs] [Times: user=0.12 sys=0.00, real=0.04 secs] 
1409.673: [GC (Allocation Failure) 1409.673: [ParNew: 546330K->1234K(613440K), 0.0432350 secs] 1348858K->804624K(4126208K), 0.0432350 secs] [Times: user=0.16 sys=0.00, real=0.04 secs] 
1418.336: [GC (Allocation Failure) 1418.336: [ParNew: 546578K->1386K(613440K), 0.0295237 secs] 1349968K->805651K(4126208K), 0.0297230 secs] [Times: user=0.09 sys=0.00, real=0.03 secs] 
1426.758: [GC (Allocation Failure) 1426.758: [ParNew: 546730K->1554K(613440K), 0.0357100 secs] 1350995K->806707K(4126208K), 0.0357736 secs] [Times: user=0.10 sys=0.00, real=0.04 secs] 
1434.938: [GC (Allocation Failure) 1434.938: [ParNew: 546898K->1225K(613440K), 0.0298679 secs] 1352051K->807227K(4126208K), 0.0299308 secs] [Times: user=0.12 sys=0.00, real=0.04 secs] 
1443.742: [GC (Allocation Failure) 1443.742: [ParNew: 546569K->1372K(613440K), 0.0233768 secs] 1352571K->808227K(4126208K), 0.0235219 secs] [Times: user=0.08 sys=0.00, real=0.02 secs] 
1453.746: [GC (Allocation Failure) 1453.746: [ParNew: 546716K->1422K(613440K), 0.0228458 secs] 1353571K->809171K(4126208K), 0.0229378 secs] [Times: user=0.08 sys=0.00, real=0.03 secs] 
1463.218: [GC (Allocation Failure) 1463.218: [ParNew: 546766K->1687K(613440K), 0.0306610 secs] 1354515K->810519K(4126208K), 0.0306610 secs] [Times: user=0.13 sys=0.00, real=0.04 secs] 
1472.823: [GC (Allocation Failure) 1472.823: [ParNew: 547031K->1573K(613440K), 0.0249936 secs] 1355863K->811573K(4126208K), 0.0249936 secs] [Times: user=0.08 sys=0.00, real=0.02 secs] 
1482.384: [GC (Allocation Failure) 1482.384: [ParNew: 546917K->1781K(613440K), 0.0218516 secs] 1356917K->812971K(4126208K), 0.0218516 secs] [Times: user=0.09 sys=0.00, real=0.02 secs] 
1492.121: [GC (Allocation Failure) 1492.121: [ParNew: 547125K->1791K(613440K), 0.0212608 secs] 1358315K->814166K(4126208K), 0.0213140 secs] [Times: user=0.07 sys=0.00, real=0.02 secs] 
1502.101: [GC (Allocation Failure) 1502.101: [ParNew: 547135K->1828K(613440K), 0.0262314 secs] 1359510K->814603K(4126208K), 0.0262314 secs] [Times: user=0.08 sys=0.00, real=0.02 secs] 
1510.584: [GC (Allocation Failure) 1510.584: [ParNew: 547172K->2235K(613440K), 0.0317209 secs] 1359947K->816093K(4126208K), 0.0317209 secs] [Times: user=0.14 sys=0.00, real=0.03 secs] 
1518.290: [GC (Allocation Failure) 1518.290: [ParNew: 547579K->2780K(613440K), 0.0368585 secs] 1361437K->818330K(4126208K), 0.0368585 secs] [Times: user=0.09 sys=0.00, real=0.03 secs] 
1525.834: [GC (Allocation Failure) 1525.834: [ParNew: 548124K->2499K(613440K), 0.0243731 secs] 1363674K->819742K(4126208K), 0.0244557 secs] [Times: user=0.11 sys=0.00, real=0.02 secs] 
1533.365: [GC (Allocation Failure) 1533.365: [ParNew: 547843K->2100K(613440K), 0.0242223 secs] 1365086K->820674K(4126208K), 0.0243126 secs] [Times: user=0.07 sys=0.00, real=0.03 secs] 
1541.117: [GC (Allocation Failure) 1541.117: [ParNew: 547444K->2419K(613440K), 0.0276318 secs] 1366018K->822352K(4126208K), 0.0276318 secs] [Times: user=0.08 sys=0.00, real=0.03 secs] 
1548.921: [GC (Allocation Failure) 1548.921: [ParNew: 547763K->2171K(613440K), 0.0291604 secs] 1367696K->823550K(4126208K), 0.0291604 secs] [Times: user=0.11 sys=0.01, real=0.03 secs] 
1556.942: [GC (Allocation Failure) 1556.942: [ParNew: 547515K->2931K(613440K), 0.0339122 secs] 1368894K->825832K(4126208K), 0.0339122 secs] [Times: user=0.08 sys=0.00, real=0.03 secs] 
1564.974: [GC (Allocation Failure) 1564.974: [ParNew: 548275K->2149K(613440K), 0.0210824 secs] 1371176K->826588K(4126208K), 0.0210824 secs] [Times: user=0.09 sys=0.00, real=0.02 secs] 
1572.860: [GC (Allocation Failure) 1572.860: [ParNew: 547493K->2393K(613440K), 0.0315346 secs] 1371932K->828380K(4126208K), 0.0316757 secs] [Times: user=0.10 sys=0.00, real=0.03 secs] 
1580.797: [GC (Allocation Failure) 1580.797: [ParNew: 547737K->1666K(613440K), 0.0272255 secs] 1373724K->828939K(4126208K), 0.0273063 secs] [Times: user=0.08 sys=0.00, real=0.03 secs] 
1588.737: [GC (Allocation Failure) 1588.737: [ParNew: 547010K->2251K(613440K), 0.0271550 secs] 1374283K->830806K(4126208K), 0.0272293 secs] [Times: user=0.09 sys=0.00, real=0.03 secs] 
1596.722: [GC (Allocation Failure) 1596.722: [ParNew: 547595K->2339K(613440K), 0.0344248 secs] 1376150K->832417K(4126208K), 0.0345608 secs] [Times: user=0.16 sys=0.00, real=0.03 secs] 
1604.887: [GC (Allocation Failure) 1604.887: [ParNew: 547683K->1432K(613440K), 0.0286667 secs] 1377761K->832656K(4126208K), 0.0288368 secs] [Times: user=0.10 sys=0.00, real=0.03 secs] 
1612.500: [GC (Allocation Failure) 1612.500: [ParNew: 546776K->1674K(613440K), 0.0405780 secs] 1378000K->833888K(4126208K), 0.0406411 secs] [Times: user=0.15 sys=0.00, real=0.04 secs] 
1620.354: [GC (Allocation Failure) 1620.354: [ParNew: 547018K->2261K(613440K), 0.0318803 secs] 1379232K->835852K(4126208K), 0.0320236 secs] [Times: user=0.11 sys=0.00, real=0.03 secs] 
1628.064: [GC (Allocation Failure) 1628.064: [ParNew: 547605K->2587K(613440K), 0.0305817 secs] 1381196K->837672K(4126208K), 0.0307276 secs] [Times: user=0.11 sys=0.00, real=0.03 secs] 
1635.841: [GC (Allocation Failure) 1635.841: [ParNew: 547931K->1929K(613440K), 0.0233764 secs] 1383016K->838462K(4126208K), 0.0234552 secs] [Times: user=0.08 sys=0.00, real=0.02 secs] 
1643.704: [GC (Allocation Failure) 1643.704: [ParNew: 547273K->2403K(613440K), 0.0254659 secs] 1383806K->840304K(4126208K), 0.0254659 secs] [Times: user=0.08 sys=0.01, real=0.03 secs] 
1651.600: [GC (Allocation Failure) 1651.600: [ParNew: 547747K->2649K(613440K), 0.0413875 secs] 1385648K->841954K(4126208K), 0.0414705 secs] [Times: user=0.11 sys=0.00, real=0.04 secs] 
1659.567: [GC (Allocation Failure) 1659.567: [ParNew: 547993K->2034K(613440K), 0.0208573 secs] 1387298K->842853K(4126208K), 0.0209373 secs] [Times: user=0.09 sys=0.00, real=0.03 secs] 
1667.730: [GC (Allocation Failure) 1667.730: [ParNew: 547378K->1958K(613440K), 0.0211109 secs] 1388197K->844174K(4126208K), 0.0212781 secs] [Times: user=0.08 sys=0.00, real=0.02 secs] 
1675.771: [GC (Allocation Failure) 1675.771: [ParNew: 547302K->1830K(613440K), 0.0242300 secs] 1389518K->845570K(4126208K), 0.0243076 secs] [Times: user=0.08 sys=0.00, real=0.02 secs] 
1683.800: [GC (Allocation Failure) 1683.800: [ParNew: 547174K->2389K(613440K), 0.0266044 secs] 1390914K->847580K(4126208K), 0.0268448 secs] [Times: user=0.09 sys=0.00, real=0.03 secs] 
1691.872: [GC (Allocation Failure) 1691.872: [ParNew: 547733K->2426K(613440K), 0.0278348 secs] 1392924K->849097K(4126208K), 0.0279184 secs] [Times: user=0.09 sys=0.00, real=0.02 secs] 
1699.793: [GC (Allocation Failure) 1699.793: [ParNew: 547770K->2379K(613440K), 0.0316418 secs] 1394441K->850483K(4126208K), 0.0317205 secs] [Times: user=0.11 sys=0.00, real=0.03 secs] 
1707.855: [GC (Allocation Failure) 1707.855: [ParNew: 547723K->2191K(613440K), 0.0265324 secs] 1395827K->851733K(4126208K), 0.0267029 secs] [Times: user=0.08 sys=0.00, real=0.03 secs] 
1716.032: [GC (Allocation Failure) 1716.032: [ParNew: 547535K->2312K(613440K), 0.0260671 secs] 1397077K->853267K(4126208K), 0.0261451 secs] [Times: user=0.07 sys=0.00, real=0.02 secs] 
1724.054: [GC (Allocation Failure) 1724.054: [ParNew: 547656K->2154K(613440K), 0.0347942 secs] 1398611K->854100K(4126208K), 0.0348651 secs] [Times: user=0.14 sys=0.01, real=0.04 secs] 
1731.760: [GC (Allocation Failure) 1731.760: [ParNew: 547498K->2023K(613440K), 0.0187239 secs] 1399444K->854863K(4126208K), 0.0187984 secs] [Times: user=0.08 sys=0.00, real=0.01 secs] 
1739.615: [GC (Allocation Failure) 1739.615: [ParNew: 547367K->2123K(613440K), 0.0244945 secs] 1400207K->856313K(4126208K), 0.0245649 secs] [Times: user=0.10 sys=0.00, real=0.02 secs] 
1747.306: [GC (Allocation Failure) 1747.306: [ParNew: 547467K->2315K(613440K), 0.0263218 secs] 1401657K->857978K(4126208K), 0.0264852 secs] [Times: user=0.11 sys=0.00, real=0.03 secs] 
1755.309: [GC (Allocation Failure) 1755.309: [ParNew: 547659K->2273K(613440K), 0.0184990 secs] 1403322K->859303K(4126208K), 0.0185723 secs] [Times: user=0.08 sys=0.00, real=0.02 secs] 
1763.363: [GC (Allocation Failure) 1763.363: [ParNew: 547617K->2536K(613440K), 0.0310336 secs] 1404647K->861156K(4126208K), 0.0311997 secs] [Times: user=0.10 sys=0.00, real=0.03 secs] 
1771.421: [GC (Allocation Failure) 1771.422: [ParNew: 547880K->2699K(613440K), 0.0250235 secs] 1406500K->862834K(4126208K), 0.0251908 secs] [Times: user=0.09 sys=0.00, real=0.02 secs] 
1779.503: [GC (Allocation Failure) 1779.503: [ParNew: 548043K->2720K(613440K), 0.0253088 secs] 1408178K->864532K(4126208K), 0.0254001 secs] [Times: user=0.08 sys=0.01, real=0.03 secs] 
1787.651: [GC (Allocation Failure) 1787.651: [ParNew: 548064K->2152K(613440K), 0.0228448 secs] 1409876K->865412K(4126208K), 0.0230085 secs] [Times: user=0.08 sys=0.00, real=0.02 secs] 
1795.609: [GC (Allocation Failure) 1795.609: [ParNew: 547496K->1860K(613440K), 0.0245455 secs] 1410756K->866584K(4126208K), 0.0246245 secs] [Times: user=0.09 sys=0.00, real=0.02 secs] 
Heap
 par new generation   total 613440K, used 384898K [0x00000006c0000000, 0x00000006e9990000, 0x00000006e9990000)
  eden space 545344K,  70% used [0x00000006c0000000, 0x00000006d760f788, 0x00000006e1490000)
  from space 68096K,   2% used [0x00000006e1490000, 0x00000006e1661390, 0x00000006e5710000)
  to   space 68096K,   0% used [0x00000006e5710000, 0x00000006e5710000, 0x00000006e9990000)
 concurrent mark-sweep generation total 3512768K, used 864723K [0x00000006e9990000, 0x00000007c0000000, 0x00000007c0000000)
 Metaspace       used 4658K, capacity 5676K, committed 6016K, reserved 1056768K
  class space    used 498K, capacity 552K, committed 640K, reserved 1048576K
